Country,Date,Device Category,Key Actions,Page Path,Source,Avg Session Duration,Bounce Rate,Conversions,New Users,Page Views,Returning Users,Unique Page Views
Canada,4/8/2019 8:06:55 AM,Mobile,Sign Up,/about,Social Media,141,28,2,770,101,39,1251
UK,4/8/2019 1:30:06 PM,Mobile,Purchase,/contact,Organic Search,39,21,7,589,1182,221,481
UK,4/8/2019 2:13:28 PM,Desktop,Purchase,/blog,Direct,153,41,49,82,768,97,1269
USA,4/8/2019 3:36:33 PM,Mobile,Subscribe,/products,Direct,30,29,4,832,461,285,906
Australia,4/9/2019 3:12:07 AM,Tablet,Subscribe,/contact,Paid Search,30,59,0,228,1941,273,199
Australia,4/9/2019 6:55:58 PM,Desktop,Contact Form,/about,Referral,136,54,21,704,1519,192,1435
India,4/9/2019 7:01:25 PM,Tablet,Purchase,/products,Paid Search,102,27,22,132,1699,98,172
Australia,4/10/2019 5:21:26 AM,Tablet,Purchase,/products,Social Media,48,26,35,685,196,176,1394
UK,4/10/2019 2:28:26 PM,Tablet,Sign Up,/blog,Organic Search,31,21,46,143,773,268,904
UK,4/10/2019 10:57:25 PM,Tablet,Download,/contact,Social Media,121,27,41,46,307,139,557
Canada,4/11/2019 11:17:11 AM,Tablet,Sign Up,/about,Paid Search,32,22,27,533,1574,70,713
USA,4/11/2019 11:51:54 PM,Mobile,Download,/products,Social Media,80,24,39,889,1165,107,288
Australia,4/12/2019 3:11:22 AM,Desktop,Purchase,/about,Social Media,122,51,37,348,1579,281,539
Canada,4/12/2019 1:41:09 PM,Desktop,Sign Up,/home,Referral,102,59,25,744,1215,51,888
Canada,4/13/2019 2:50:12 AM,Desktop,Purchase,/about,Referral,164,53,17,331,308,82,1021
Australia,4/13/2019 3:56:17 AM,Tablet,Contact Form,/blog,Organic Search,58,24,26,749,1324,386,1418
India,4/13/2019 12:36:12 PM,Desktop,Sign Up,/home,Organic Search,41,63,21,650,1216,48,1205
Australia,4/13/2019 10:41:01 PM,Tablet,Subscribe,/contact,Organic Search,51,36,39,166,746,117,306
Canada,4/14/2019 3:51:07 AM,Mobile,Subscribe,/blog,Paid Search,128,52,0,128,1142,400,1002
USA,4/14/2019 6:52:15 PM,Mobile,Sign Up,/products,Paid Search,105,68,0,403,944,22,1396
Australia,4/15/2019 5:50:55 PM,Tablet,Contact Form,/home,Social Media,177,50,27,910,480,278,615
UK,4/15/2019 9:26:51 PM,Tablet,Purchase,/products,Direct,159,30,31,603,1596,312,1309
UK,4/17/2019 3:13:30 PM,Mobile,Download,/blog,Referral,146,28,48,625,186,391,261
Australia,4/18/2019 1:24:42 AM,Mobile,Subscribe,/about,Social Media,47,23,22,828,444,343,939
UK,4/18/2019 4:34:55 AM,Desktop,Purchase,/about,Referral,126,23,22,621,356,106,1422
UK,4/18/2019 8:25:08 AM,Tablet,Contact Form,/about,Organic Search,140,59,34,201,205,212,781
Australia,4/18/2019 10:01:22 AM,Mobile,Contact Form,/home,Social Media,148,55,38,319,729,433,801
Australia,4/18/2019 1:36:01 PM,Mobile,Contact Form,/blog,Referral,114,26,14,228,946,109,155
UK,4/18/2019 3:15:00 PM,Tablet,Purchase,/home,Social Media,132,31,14,201,1660,457,1450
India,4/18/2019 4:26:10 PM,Desktop,Sign Up,/contact,Social Media,30,26,28,377,1734,184,785
USA,4/18/2019 11:56:50 PM,Desktop,Download,/products,Social Media,136,69,2,241,1250,331,312
Canada,4/19/2019 4:59:49 PM,Tablet,Purchase,/contact,Paid Search,61,35,34,253,1405,380,430
USA,4/20/2019 2:53:44 AM,Desktop,Download,/about,Direct,117,55,3,326,726,240,1188
India,4/20/2019 3:36:52 AM,Desktop,Download,/home,Paid Search,60,22,25,346,822,321,345
Canada,4/21/2019 3:57:13 AM,Desktop,Purchase,/contact,Referral,31,34,47,299,629,478,70
India,4/21/2019 4:30:20 AM,Desktop,Subscribe,/contact,Social Media,143,50,23,922,282,269,796
USA,4/21/2019 4:30:23 PM,Mobile,Purchase,/blog,Referral,145,44,36,591,522,434,962
USA,4/22/2019 3:25:19 AM,Desktop,Subscribe,/blog,Organic Search,73,27,19,647,1246,74,1344
Australia,4/22/2019 8:41:48 AM,Mobile,Download,/contact,Organic Search,111,25,27,537,1807,353,1175
USA,4/23/2019 4:52:24 AM,Desktop,Sign Up,/blog,Referral,159,67,43,597,635,305,1197
UK,4/23/2019 12:43:43 PM,Mobile,Download,/contact,Organic Search,170,37,4,474,689,405,1009
Canada,4/24/2019 9:42:41 AM,Mobile,Sign Up,/about,Organic Search,173,34,46,664,707,305,808
USA,4/24/2019 1:55:26 PM,Tablet,Subscribe,/home,Paid Search,36,63,0,793,472,69,378
UK,4/24/2019 10:02:40 PM,Desktop,Download,/about,Direct,56,35,22,532,1200,448,1106
India,4/25/2019 11:33:33 AM,Mobile,Sign Up,/about,Organic Search,65,35,2,660,1617,470,1228
USA,4/25/2019 4:14:46 PM,Tablet,Subscribe,/blog,Social Media,80,35,35,408,1640,125,152
Canada,4/26/2019 9:42:43 AM,Desktop,Purchase,/contact,Direct,45,67,21,551,1306,420,589
UK,4/26/2019 9:58:48 AM,Tablet,Purchase,/products,Direct,59,51,22,423,453,187,235
Canada,4/26/2019 11:40:48 AM,Desktop,Sign Up,/contact,Referral,113,67,0,545,1204,418,350
Australia,4/26/2019 11:39:51 PM,Tablet,Contact Form,/about,Paid Search,151,42,24,434,1320,303,1031
Australia,4/27/2019 1:45:40 AM,Tablet,Download,/home,Social Media,36,51,49,323,396,388,778
UK,4/27/2019 4:40:41 PM,Tablet,Purchase,/about,Organic Search,70,55,36,24,1981,445,896
India,4/28/2019 2:52:38 AM,Mobile,Contact Form,/about,Paid Search,73,43,22,420,541,428,320
USA,4/28/2019 1:15:16 PM,Mobile,Sign Up,/home,Referral,177,38,0,796,1405,297,1407
India,4/29/2019 8:55:23 AM,Mobile,Contact Form,/contact,Referral,161,69,18,986,383,249,341
India,4/29/2019 5:24:43 PM,Desktop,Purchase,/about,Direct,131,27,2,343,1883,487,947
UK,4/29/2019 8:46:12 PM,Desktop,Sign Up,/products,Organic Search,58,50,13,701,1082,86,1254
India,4/30/2019 12:35:05 AM,Mobile,Download,/products,Social Media,85,25,49,722,1418,455,424
USA,4/30/2019 2:13:30 AM,Tablet,Download,/about,Referral,73,40,10,747,895,368,1485
UK,4/30/2019 10:02:22 AM,Desktop,Sign Up,/contact,Referral,135,65,9,236,1837,61,274
Australia,4/30/2019 5:05:59 PM,Desktop,Purchase,/contact,Social Media,111,49,30,658,885,399,215
India,5/1/2019 10:36:10 AM,Desktop,Purchase,/about,Referral,43,24,43,886,1577,190,323
Canada,5/1/2019 12:48:11 PM,Desktop,Download,/home,Organic Search,158,42,5,31,375,88,859
Australia,5/2/2019 1:26:24 AM,Desktop,Sign Up,/products,Referral,69,66,24,194,666,151,922
Australia,5/2/2019 9:42:21 PM,Desktop,Contact Form,/products,Referral,112,37,5,821,1035,438,1190
Canada,5/2/2019 11:33:16 PM,Tablet,Subscribe,/products,Direct,150,25,27,871,1396,83,1160
Canada,5/3/2019 1:25:43 AM,Tablet,Subscribe,/blog,Paid Search,74,38,33,647,726,232,504
Australia,5/3/2019 4:25:25 AM,Desktop,Purchase,/blog,Organic Search,84,47,24,407,475,26,566
UK,5/3/2019 2:33:50 PM,Mobile,Download,/home,Organic Search,49,50,32,505,1858,317,568
UK,5/3/2019 8:32:02 PM,Desktop,Subscribe,/contact,Social Media,119,26,42,740,522,29,169
India,5/4/2019 8:15:06 AM,Desktop,Contact Form,/about,Paid Search,141,30,38,393,1897,496,1266
USA,5/4/2019 5:13:42 PM,Tablet,Contact Form,/about,Social Media,133,47,42,791,1717,132,436
India,5/4/2019 5:35:31 PM,Desktop,Subscribe,/products,Referral,50,22,18,149,1111,30,155
India,5/5/2019 4:26:26 PM,Desktop,Sign Up,/about,Social Media,172,51,27,638,971,143,498
Australia,5/6/2019 3:23:21 AM,Desktop,Subscribe,/blog,Direct,58,55,44,196,178,31,539
UK,5/6/2019 6:41:24 AM,Mobile,Download,/blog,Referral,152,29,24,526,231,464,81
UK,5/6/2019 2:45:28 PM,Tablet,Purchase,/home,Organic Search,156,66,23,117,667,316,754
USA,5/6/2019 4:08:17 PM,Desktop,Purchase,/blog,Social Media,54,23,43,453,1278,96,296
India,5/6/2019 5:26:09 PM,Mobile,Contact Form,/blog,Social Media,150,35,44,963,1970,164,736
India,5/6/2019 5:33:13 PM,Mobile,Purchase,/products,Direct,123,24,13,445,929,489,471
USA,5/6/2019 8:44:32 PM,Desktop,Sign Up,/blog,Paid Search,171,69,6,641,823,261,777
UK,5/6/2019 11:40:30 PM,Desktop,Download,/contact,Direct,137,50,45,998,409,423,1086
USA,5/7/2019 1:04:00 AM,Mobile,Purchase,/about,Paid Search,146,63,21,619,1743,173,134
Australia,5/7/2019 4:15:14 PM,Desktop,Contact Form,/blog,Organic Search,41,21,41,611,161,365,736
Australia,5/7/2019 7:55:54 PM,Desktop,Sign Up,/contact,Social Media,66,24,11,435,1014,328,1125
USA,5/7/2019 9:01:20 PM,Mobile,Download,/blog,Referral,162,61,0,764,630,277,1453
Canada,5/8/2019 2:34:17 PM,Desktop,Contact Form,/about,Direct,127,67,7,80,831,164,593
Canada,5/8/2019 3:44:59 PM,Desktop,Download,/blog,Referral,50,23,4,629,914,435,423
USA,5/8/2019 5:35:12 PM,Tablet,Sign Up,/contact,Organic Search,109,33,47,674,446,428,760
UK,5/8/2019 6:12:21 PM,Desktop,Subscribe,/about,Direct,176,29,40,910,252,478,1348
Canada,5/8/2019 8:54:54 PM,Desktop,Subscribe,/contact,Social Media,39,54,10,700,472,371,1176
Canada,5/8/2019 10:45:48 PM,Tablet,Purchase,/home,Organic Search,144,37,24,183,1078,177,1182
Canada,5/9/2019 2:48:35 AM,Tablet,Download,/blog,Organic Search,165,49,0,648,1276,59,106
Australia,5/9/2019 5:34:42 PM,Mobile,Download,/about,Referral,105,27,47,708,814,280,230
Australia,5/10/2019 2:14:58 PM,Mobile,Purchase,/home,Organic Search,121,38,41,813,1429,439,433
UK,5/10/2019 6:58:21 PM,Desktop,Purchase,/blog,Paid Search,162,46,15,955,1587,435,743
India,5/10/2019 7:17:41 PM,Desktop,Subscribe,/blog,Paid Search,161,67,33,140,584,280,1136
Australia,5/11/2019 4:29:37 AM,Mobile,Download,/contact,Paid Search,161,27,39,591,1917,386,541
Canada,5/11/2019 12:38:18 PM,Mobile,Purchase,/contact,Referral,124,36,13,280,1274,42,1341
Canada,5/11/2019 5:41:26 PM,Mobile,Contact Form,/contact,Direct,108,40,24,781,940,306,351
UK,5/12/2019 7:10:20 AM,Mobile,Purchase,/about,Social Media,99,55,17,989,906,13,954
Canada,5/12/2019 2:22:36 PM,Desktop,Purchase,/contact,Paid Search,81,43,36,566,1515,206,791
Australia,5/13/2019 1:03:03 AM,Tablet,Download,/products,Social Media,53,45,38,66,151,399,999
USA,5/13/2019 3:21:25 AM,Tablet,Purchase,/products,Referral,75,28,32,735,553,206,1023
Canada,5/13/2019 7:03:42 AM,Mobile,Contact Form,/about,Paid Search,136,27,43,748,1332,484,1200
USA,5/13/2019 9:54:26 AM,Tablet,Download,/about,Paid Search,58,28,20,906,418,230,1488
Canada,5/13/2019 2:17:06 PM,Mobile,Subscribe,/products,Social Media,129,39,5,347,561,8,1008
USA,5/13/2019 2:47:58 PM,Mobile,Subscribe,/contact,Social Media,39,39,2,932,1461,406,425
Australia,5/13/2019 8:58:45 PM,Mobile,Purchase,/blog,Organic Search,175,50,37,153,910,291,1425
USA,5/13/2019 11:40:36 PM,Tablet,Contact Form,/about,Referral,67,59,27,474,111,33,1472
USA,5/14/2019 2:47:52 AM,Desktop,Download,/home,Organic Search,146,39,15,401,598,149,304
India,5/14/2019 2:56:58 AM,Tablet,Download,/products,Referral,109,37,12,89,1082,297,554
Australia,5/14/2019 7:15:54 AM,Tablet,Contact Form,/home,Paid Search,103,28,6,507,1878,499,1478
Canada,5/14/2019 8:38:10 PM,Tablet,Purchase,/home,Referral,72,42,2,136,1444,152,1196
India,5/15/2019 7:14:37 AM,Mobile,Download,/products,Paid Search,127,29,21,671,786,340,477
Australia,5/15/2019 11:17:30 AM,Tablet,Subscribe,/about,Organic Search,113,67,20,993,1964,451,1422
Canada,5/16/2019 2:27:11 AM,Desktop,Purchase,/products,Social Media,112,57,44,337,1056,296,801
Canada,5/16/2019 1:35:30 PM,Desktop,Contact Form,/home,Social Media,146,20,48,162,100,123,1280
USA,5/16/2019 5:23:01 PM,Mobile,Purchase,/products,Paid Search,102,58,22,979,764,195,101
India,5/17/2019 1:49:55 AM,Tablet,Download,/home,Organic Search,159,30,47,187,690,464,1350
Australia,5/17/2019 2:17:13 AM,Mobile,Subscribe,/contact,Organic Search,124,39,38,402,569,341,926
Australia,5/17/2019 12:03:26 PM,Tablet,Sign Up,/home,Social Media,156,22,35,553,1709,460,1458
Canada,5/17/2019 1:11:02 PM,Desktop,Sign Up,/home,Organic Search,100,45,30,219,433,99,188
India,5/18/2019 7:09:31 AM,Desktop,Sign Up,/products,Organic Search,176,54,32,559,195,80,780
UK,5/18/2019 10:24:34 AM,Mobile,Download,/products,Paid Search,144,52,42,973,358,30,1282
Australia,5/18/2019 10:07:56 PM,Mobile,Subscribe,/contact,Direct,76,25,41,933,278,474,616
Australia,5/19/2019 1:51:18 AM,Desktop,Download,/home,Direct,163,23,36,39,1403,451,590
Canada,5/19/2019 6:17:49 AM,Mobile,Subscribe,/blog,Paid Search,151,40,25,596,589,337,1378
Australia,5/20/2019 7:06:06 AM,Tablet,Contact Form,/contact,Direct,75,40,6,249,485,458,1272
USA,5/20/2019 9:28:57 AM,Desktop,Download,/about,Paid Search,40,33,6,87,1030,230,1327
USA,5/20/2019 10:04:48 AM,Tablet,Purchase,/home,Organic Search,41,46,45,892,1680,405,761
USA,5/20/2019 8:14:07 PM,Tablet,Purchase,/about,Paid Search,131,23,38,17,1426,62,158
Australia,5/21/2019 2:21:53 PM,Mobile,Purchase,/home,Organic Search,118,53,13,225,323,416,453
India,5/22/2019 12:02:36 AM,Tablet,Sign Up,/contact,Paid Search,158,22,13,975,897,445,873
UK,5/22/2019 6:06:28 AM,Mobile,Subscribe,/contact,Referral,146,34,17,355,1073,301,963
UK,5/22/2019 8:18:30 AM,Mobile,Contact Form,/home,Referral,112,62,32,378,1240,10,632
Australia,5/22/2019 9:42:52 AM,Desktop,Contact Form,/products,Social Media,65,52,47,800,894,402,590
UK,5/22/2019 4:17:47 PM,Tablet,Purchase,/home,Paid Search,41,25,9,983,675,278,1477
UK,5/23/2019 12:38:00 PM,Desktop,Subscribe,/contact,Social Media,53,38,22,520,281,124,591
India,5/23/2019 4:41:42 PM,Desktop,Subscribe,/blog,Organic Search,178,56,44,618,1829,191,1230
India,5/24/2019 6:43:01 AM,Desktop,Download,/products,Direct,118,62,6,340,1990,328,339
Australia,5/24/2019 8:39:49 AM,Tablet,Download,/about,Social Media,167,30,6,647,1746,160,686
USA,5/24/2019 10:21:19 AM,Desktop,Sign Up,/contact,Paid Search,172,35,2,226,1450,131,503
Australia,5/25/2019 8:06:24 AM,Tablet,Subscribe,/blog,Paid Search,45,34,43,174,1402,239,323
Canada,5/25/2019 1:03:49 PM,Desktop,Purchase,/home,Referral,152,62,47,998,429,197,709
UK,5/25/2019 3:15:11 PM,Desktop,Contact Form,/blog,Referral,56,58,4,875,1693,188,1393
UK,5/25/2019 8:46:05 PM,Desktop,Purchase,/home,Direct,42,33,24,657,838,400,1283
Canada,5/26/2019 4:59:40 AM,Mobile,Subscribe,/home,Referral,173,26,38,604,1146,412,1402
USA,5/26/2019 6:04:30 AM,Mobile,Purchase,/blog,Organic Search,33,54,14,962,1669,40,1476
India,5/26/2019 6:23:57 AM,Desktop,Sign Up,/products,Organic Search,140,52,9,476,1259,389,1217
India,5/26/2019 10:37:46 PM,Mobile,Sign Up,/blog,Paid Search,101,42,25,129,568,128,285
UK,5/27/2019 2:43:30 AM,Tablet,Contact Form,/blog,Direct,109,36,32,824,1998,144,1400
UK,5/27/2019 8:32:22 AM,Tablet,Subscribe,/products,Paid Search,79,65,20,337,1349,48,341
USA,5/27/2019 6:00:00 PM,Mobile,Purchase,/products,Organic Search,172,60,37,94,104,14,713
USA,5/28/2019 9:28:01 AM,Mobile,Subscribe,/blog,Organic Search,32,58,33,691,1893,245,1162
UK,5/29/2019 12:50:20 AM,Mobile,Sign Up,/products,Organic Search,41,27,40,527,1864,366,639
Canada,5/29/2019 2:41:27 PM,Mobile,Download,/home,Direct,140,20,45,921,651,480,525
UK,5/29/2019 4:32:39 PM,Desktop,Sign Up,/products,Direct,138,24,45,576,325,482,1400
India,5/29/2019 10:41:49 PM,Desktop,Subscribe,/blog,Paid Search,95,51,25,139,448,100,780
India,5/30/2019 3:29:45 AM,Desktop,Download,/blog,Referral,60,21,35,248,1735,186,1211
USA,5/30/2019 10:08:51 AM,Desktop,Subscribe,/contact,Direct,170,46,47,180,768,50,250
USA,5/30/2019 1:36:51 PM,Tablet,Purchase,/about,Social Media,127,38,2,524,1895,357,582
Canada,5/31/2019 1:59:40 AM,Desktop,Contact Form,/home,Organic Search,56,30,28,227,1640,442,1041
Australia,5/31/2019 1:12:48 PM,Tablet,Download,/home,Social Media,111,28,48,425,419,193,1207
Australia,6/1/2019 12:42:39 AM,Desktop,Sign Up,/home,Paid Search,57,26,14,208,388,94,621
Canada,6/1/2019 8:54:17 AM,Tablet,Download,/about,Paid Search,55,35,1,273,1272,450,1285
India,6/1/2019 12:04:54 PM,Desktop,Download,/about,Referral,76,68,46,822,1516,83,804
UK,6/1/2019 3:18:22 PM,Tablet,Sign Up,/blog,Organic Search,146,67,39,203,345,115,769
India,6/2/2019 8:36:30 AM,Mobile,Sign Up,/home,Social Media,143,21,9,536,1871,150,474
Canada,6/2/2019 2:57:57 PM,Mobile,Purchase,/products,Paid Search,151,30,42,11,365,313,221
India,6/2/2019 4:23:46 PM,Desktop,Contact Form,/blog,Paid Search,59,55,37,190,1628,291,1359
Canada,6/2/2019 6:11:59 PM,Mobile,Contact Form,/about,Organic Search,129,54,46,39,366,47,899
UK,6/3/2019 10:08:05 AM,Tablet,Subscribe,/home,Referral,154,67,31,911,1962,275,1404
Australia,6/3/2019 12:15:07 PM,Desktop,Download,/about,Paid Search,35,42,43,623,1766,208,417
India,6/3/2019 12:22:20 PM,Tablet,Download,/about,Paid Search,148,65,27,621,1359,167,171
India,6/4/2019 10:46:38 AM,Mobile,Contact Form,/about,Social Media,141,49,5,724,362,324,1132
Australia,6/4/2019 10:54:12 AM,Desktop,Download,/products,Referral,115,29,8,85,1414,364,761
Canada,6/4/2019 10:02:59 PM,Desktop,Sign Up,/contact,Social Media,113,61,42,819,264,291,126
Canada,6/5/2019 5:53:57 AM,Mobile,Download,/products,Social Media,94,55,29,855,717,421,244
India,6/5/2019 6:42:58 AM,Desktop,Contact Form,/products,Direct,49,23,23,612,1742,283,1056
USA,6/5/2019 8:41:28 AM,Tablet,Sign Up,/blog,Social Media,166,37,17,150,1088,283,1205
Canada,6/5/2019 8:43:41 AM,Tablet,Download,/contact,Direct,135,57,29,245,466,257,1055
Canada,6/5/2019 10:39:18 AM,Desktop,Subscribe,/home,Referral,132,47,4,20,222,5,145
Canada,6/5/2019 12:49:26 PM,Tablet,Sign Up,/contact,Organic Search,124,36,7,819,1770,294,610
India,6/5/2019 3:32:27 PM,Mobile,Subscribe,/about,Referral,70,44,28,187,621,321,1400
Australia,6/5/2019 8:53:10 PM,Desktop,Contact Form,/blog,Social Media,110,69,6,398,967,324,945
UK,6/5/2019 9:24:02 PM,Desktop,Sign Up,/home,Organic Search,115,69,32,505,1546,182,1197
Canada,6/6/2019 4:06:06 AM,Desktop,Purchase,/about,Paid Search,111,37,8,846,405,453,1111
USA,6/7/2019 4:16:27 AM,Mobile,Sign Up,/products,Social Media,123,26,48,444,871,242,1292
Australia,6/7/2019 1:34:23 PM,Mobile,Contact Form,/blog,Referral,61,51,15,718,1389,330,237
Australia,6/8/2019 1:04:47 AM,Desktop,Download,/home,Referral,149,53,11,663,400,57,1350
Canada,6/8/2019 4:19:19 AM,Tablet,Sign Up,/about,Social Media,52,51,45,341,633,464,989
Australia,6/8/2019 7:23:59 AM,Tablet,Sign Up,/blog,Social Media,103,30,18,340,1210,98,727
India,6/8/2019 3:32:11 PM,Tablet,Subscribe,/home,Organic Search,128,40,31,369,1659,418,1333
India,6/8/2019 10:08:10 PM,Tablet,Subscribe,/blog,Organic Search,133,29,20,366,1689,493,858
UK,6/9/2019 1:39:42 AM,Desktop,Purchase,/about,Organic Search,88,41,27,590,1426,67,281
India,6/9/2019 3:50:40 AM,Mobile,Download,/products,Organic Search,120,49,9,708,1423,131,710
Canada,6/9/2019 8:34:22 AM,Desktop,Sign Up,/home,Organic Search,82,67,49,905,1361,203,1284
Canada,6/9/2019 2:05:29 PM,Desktop,Purchase,/products,Referral,157,29,48,200,1945,53,831
Canada,6/9/2019 3:07:38 PM,Desktop,Purchase,/about,Referral,179,28,34,436,1437,355,525
India,6/9/2019 6:17:10 PM,Mobile,Download,/home,Direct,165,22,4,956,971,6,504
India,6/9/2019 8:23:11 PM,Tablet,Purchase,/blog,Organic Search,53,36,34,158,1228,70,866
India,6/10/2019 2:48:11 AM,Mobile,Purchase,/about,Paid Search,35,40,33,176,1859,377,1305
UK,6/10/2019 6:57:47 AM,Tablet,Purchase,/contact,Paid Search,101,35,14,845,579,334,711
Australia,6/10/2019 1:14:32 PM,Desktop,Sign Up,/home,Direct,165,55,46,730,1831,340,1258
Australia,6/10/2019 7:46:12 PM,Mobile,Sign Up,/about,Social Media,147,68,24,298,1163,266,1300
Canada,6/11/2019 3:34:09 AM,Mobile,Subscribe,/products,Referral,79,62,24,161,1278,182,1314
UK,6/12/2019 4:09:57 AM,Tablet,Contact Form,/products,Organic Search,88,38,21,855,1426,116,535
USA,6/12/2019 1:54:08 PM,Desktop,Purchase,/contact,Social Media,32,43,9,805,905,120,559
UK,6/12/2019 3:01:39 PM,Desktop,Contact Form,/products,Direct,158,56,20,478,310,133,852
Australia,6/12/2019 11:32:53 PM,Tablet,Download,/products,Referral,175,59,20,249,492,8,1035
Canada,6/14/2019 12:06:36 AM,Mobile,Purchase,/contact,Organic Search,143,40,20,983,716,349,805
Canada,6/14/2019 7:07:35 AM,Desktop,Subscribe,/products,Paid Search,83,64,1,482,229,314,1273
USA,6/14/2019 9:47:31 AM,Mobile,Contact Form,/home,Social Media,151,56,36,321,1958,482,793
USA,6/14/2019 12:37:07 PM,Mobile,Download,/about,Referral,43,29,26,995,1775,394,1374
USA,6/14/2019 11:10:14 PM,Mobile,Sign Up,/products,Referral,74,68,8,150,1821,95,938
Australia,6/15/2019 1:44:25 AM,Desktop,Sign Up,/about,Organic Search,54,30,44,275,1514,159,205
India,6/15/2019 6:07:41 AM,Desktop,Download,/products,Social Media,52,53,18,620,1813,380,836
USA,6/15/2019 9:43:39 AM,Desktop,Subscribe,/home,Paid Search,55,21,29,574,256,434,766
Canada,6/15/2019 7:09:31 PM,Tablet,Contact Form,/contact,Organic Search,79,34,41,446,700,324,1101
USA,6/16/2019 3:05:46 PM,Mobile,Purchase,/blog,Organic Search,149,54,31,157,855,19,470
Canada,6/16/2019 5:00:26 PM,Tablet,Subscribe,/blog,Social Media,30,48,42,448,484,423,1344
Australia,6/17/2019 2:06:09 AM,Mobile,Contact Form,/products,Organic Search,110,29,9,208,928,85,541
USA,6/17/2019 2:15:15 PM,Tablet,Subscribe,/blog,Social Media,130,65,39,341,1375,466,792
India,6/17/2019 4:47:27 PM,Mobile,Download,/products,Referral,87,43,47,430,1210,250,602
Australia,6/17/2019 6:39:25 PM,Desktop,Purchase,/about,Paid Search,130,30,19,904,1680,296,513
USA,6/18/2019 3:46:43 AM,Mobile,Subscribe,/products,Organic Search,171,45,48,797,623,36,69
Canada,6/18/2019 11:45:53 AM,Tablet,Contact Form,/home,Organic Search,81,27,23,146,121,396,727
UK,6/18/2019 2:42:56 PM,Desktop,Sign Up,/products,Referral,131,25,42,788,475,184,935
Canada,6/18/2019 8:24:02 PM,Desktop,Contact Form,/home,Paid Search,53,43,37,902,1368,75,947
India,6/19/2019 4:26:03 AM,Desktop,Sign Up,/home,Paid Search,115,49,26,73,372,362,1160
UK,6/19/2019 6:41:44 AM,Mobile,Subscribe,/contact,Direct,52,66,2,24,1951,417,872
USA,6/19/2019 6:36:14 PM,Desktop,Sign Up,/blog,Paid Search,135,26,4,557,201,140,1360
Canada,6/20/2019 2:35:51 AM,Tablet,Download,/blog,Direct,129,39,11,781,1957,162,489
USA,6/20/2019 7:20:14 PM,Mobile,Purchase,/blog,Direct,111,57,41,603,350,22,1235
India,6/20/2019 7:43:10 PM,Desktop,Sign Up,/home,Paid Search,143,31,49,102,1672,450,620
India,6/21/2019 10:00:16 AM,Tablet,Sign Up,/home,Direct,83,26,5,409,388,229,362
India,6/21/2019 1:19:59 PM,Tablet,Purchase,/about,Paid Search,85,27,35,109,1145,329,1116
